CellId,lable,birthLength,AverageLength,AverageVelocity,LifeHistory,GrowthRate
1.0,1.0,30.743215937951877,35.51845804944881,-0.12,18.0,0.012
2.0,2.0,17.760590926877956,23.69592069827886,-0.28,21.0,0.017
3.0,3.0,30.05264476620851,38.022184669902174,0.134,25.0,0.014
4.0,4.0,17.565871014934512,32.889022665923065,0.396,45.0,0.028
5.0,5.0,35.16829708565708,30.174562699125826,-0.063,43.0,0.005
6.0,6.0,50.87549772337253,55.75516364563665,1.237,6.0,0.035
7.0,7.0,19.42103459036932,32.14378928620127,0.205,43.0,0.013
8.0,8.0,21.149754406371304,25.628661123392487,0.13,21.0,0.012
9.0,9.0,35.1267481752771,38.62887914541243,0.254,8.0,0.015
10,10.0,14.57491615502404,NaN,NaN,1,NaN
11.0,11.0,20.928818293293325,21.026790208039454,0.212,6.0,0.003
12.0,12.0,23.448406212169555,23.573556766435836,0.147,2.0,0.004
13.0,13.0,22.793394934204304,22.816981191930402,0.03,85.0,0.007
14.0,14.0,27.02909707191429,30.688086342770546,0.163,12.0,0.019
15.0,15.0,42.640631455545645,42.40618923141199,0.276,2.0,-0.004
16.0,16.0,28.047106678157714,34.63469436260825,0.314,21.0,0.013
17.0,17.0,21.13673561492082,30.188366120230416,-0.013,32.0,0.025
18.0,18.0,26.02022387111,33.167993625706295,0.192,22.0,0.016
19.0,19.0,29.236138024161946,37.25304412957973,0.112,22.0,0.015
20.0,20.0,22.44643526404386,33.3538337768905,0.089,31.0,0.017
21.0,21.0,25.958494014028933,32.76889070145445,0.073,25.0,0.013
22.0,22.0,33.003956096898584,40.65841941271921,0.031,19.0,0.013
23.0,23.0,21.8318148578737,31.765504330894352,0.627,5.0,0.127
24,24.0,43.22424893404481,NaN,NaN,1,NaN
25.0,26.0,45.688380567573205,49.81400517765415,0.186,9.0,0.011
26.0,27.0,23.65242633437263,34.817187301924335,0.182,32.0,0.015
27.0,28.0,39.01752334892048,46.62105885958989,0.285,15.0,0.013
28.0,29.0,21.89382529736504,22.238146073425824,0.118,43.0,0.0
29.0,30.0,21.641987442161845,32.049477269544006,0.321,33.0,0.017
30.0,31.0,23.60089165604022,34.504401218390726,-0.029,33.0,0.016
31.0,32.0,24.13296326476298,26.52303912673671,0.206,13.0,0.011
32.0,33.0,19.961183569785995,33.627325845557195,0.079,36.0,0.019
33.0,34.0,18.67058599628874,30.65574716379123,0.132,36.0,0.02
34.0,35.0,26.698250758874376,27.420291579200445,0.015,112.0,-0.0
35.0,36.0,26.23734640652123,35.2640863989856,0.1,22.0,0.019
36.0,37.0,4.899296620841422,5.3565884570708135,0.248,3.0,0.033
37.0,38.0,26.217297949737866,34.27977670951853,2.208,3.0,0.145
38.0,39.0,30.78301597637151,30.70688418710099,0.094,16.0,0.0
39.0,41.0,27.22604984098621,46.297686998762,-0.028,43.0,0.015
40.0,42.0,22.001273311246653,22.10922135842926,0.126,43.0,0.001
41.0,43.0,39.88430709322952,42.64661780588363,0.482,6.0,0.015
42.0,44.0,35.509920639405394,40.60717539095474,0.344,14.0,0.012
43.0,45.0,34.27393447994727,41.942162683480795,0.013,18.0,0.016
44.0,46.0,34.6699464679761,44.16955077929146,-0.068,22.0,0.016
45.0,47.0,20.69387161011659,28.567863339934082,-0.263,25.0,0.016
46.0,48.0,17.01864607268776,16.44798773617544,0.044,24.0,-0.002
47.0,49.0,20.96175058041769,26.383559518127054,0.005,19.0,0.016
48.0,50.0,38.30756943895562,52.681301552417814,0.196,5.0,0.064
49.0,52.0,22.58965547015986,28.86002780367924,0.228,27.0,0.025
50.0,53.0,26.04832201684616,26.213867191702196,1.062,4.0,0.004
51.0,54.0,26.95984142383057,32.214069559197,0.138,18.0,0.013
52.0,55.0,18.63143912066894,29.089850352735414,0.153,40.0,0.015
53.0,56.0,19.067685092079262,32.559356868409985,0.056,43.0,0.017
54.0,57.0,22.97855596764134,32.69063351914474,-0.032,27.0,0.017
55.0,58.0,39.373248313341286,41.1179037274374,0.293,3.0,0.018
56.0,59.0,40.49741502753387,64.08340508285457,-0.021,40.0,0.018
57.0,60.0,29.679934712831923,42.98814550264551,0.361,29.0,0.015
58,62.0,52.43204022341805,NaN,NaN,1,NaN
59.0,63.0,18.635896165204144,18.150898655466268,0.26,11.0,-0.002
60.0,64.0,27.08194594186804,30.68770584390781,0.021,12.0,0.032
61.0,65.0,19.91272733911624,32.99458515801655,-2.479,2.0,0.28
62.0,66.0,16.079246583005357,16.515401455920674,0.123,43.0,0.001
63.0,67.0,27.350159347244777,30.57347906263151,0.255,14.0,0.01
64.0,68.0,25.2769046907089,29.45559327311475,-0.01,84.0,0.005
65.0,69.0,34.19023114032462,33.88448909176268,0.106,43.0,-0.0
66.0,70.0,35.353817454945215,39.170251206578016,0.487,10.0,0.013
67.0,71.0,36.79844761578904,44.00513592394543,0.119,16.0,0.015
68.0,72.0,47.42720024689884,49.12352746887457,0.761,5.0,0.006
69.0,73.0,6.835263821247007,6.31778652155951,0.08,21.0,-0.003
70.0,74.0,33.27525028700204,37.01525553348596,0.188,21.0,0.007
71.0,75.0,20.476672765506887,31.96198944889917,0.029,36.0,0.017
72.0,76.0,25.035946710115837,35.02681969759823,0.091,34.0,0.014
73.0,77.0,34.59752985554553,40.859885174731275,-0.034,15.0,0.016
74.0,78.0,22.34427326755856,30.84550017791925,-0.093,25.0,0.018
75.0,79.0,20.8330031253598,33.51647423703552,0.159,40.0,0.016
76.0,80.0,19.85378850450891,28.677347312057105,0.12,41.0,0.014
77.0,81.0,44.08885784641766,46.582755744139,0.468,7.0,0.01
78.0,82.0,34.163972853951584,40.412606523964044,0.404,9.0,0.045
79.0,83.0,21.055654898615156,30.473070683916305,2.827,2.0,0.213
80.0,85.0,24.41822224466916,25.764512203415453,0.737,6.0,0.013
81.0,86.0,26.272331961365712,35.43383300388739,0.124,30.0,0.015
82.0,87.0,22.354849671705235,34.011630290344165,-0.03,30.0,0.018
83.0,88.0,29.581564598420982,36.15630373155173,-0.068,16.0,0.016
84.0,89.0,27.437594475507364,31.371319594503746,0.421,10.0,0.019
85.0,90.0,25.8154319784673,48.99058580039508,2.225,4.0,0.134
86.0,91.0,24.628775958982768,32.03674859212442,0.354,25.0,0.016
87.0,92.0,24.3143033437812,31.733152687470895,-0.036,18.0,0.02
88.0,94.0,44.89809666559056,46.12935369004595,0.432,3.0,0.012
89.0,95.0,23.51923683474725,28.475293724718494,-0.093,20.0,0.013
90.0,96.0,18.199996505003707,33.649946326198574,0.106,41.0,0.019
91.0,97.0,21.056103862016645,31.892323640448573,0.138,30.0,0.019
92.0,98.0,20.545473812501346,38.37546747831793,-0.131,74.0,0.013
93.0,99.0,30.808433768493977,35.01578049768511,1.869,2.0,0.08
94.0,100.0,18.051960691251097,18.644186003866764,0.08,43.0,0.001
95.0,102.0,18.23177401073037,28.316564380861976,0.077,37.0,0.017
96.0,104.0,18.36471898392159,30.844436687318066,0.102,43.0,0.016
97.0,106.0,24.653428234535717,33.5243554896841,-0.02,3.0,0.138
98.0,107.0,19.82762571236796,22.226403999574234,-0.09,9.0,0.015
99.0,10.0,6.559305499428439,6.477298648237888,-0.331,2.0,-0.008
100.0,10.0,16.008435504670583,15.285995913977501,0.095,5.0,-0.013
101.0,24.0,22.815409444812293,23.603747246874516,0.271,2.0,0.022
102.0,24.0,22.122513941997624,21.7989643076903,0.944,3.0,-0.005
103.0,29.0,21.918074242321996,22.246344187141556,0.112,42.0,0.0
104.0,35.0,26.96263262273918,27.42679645145563,0.011,111.0,-0.0
105.0,39.0,30.86069400835161,30.70180873448295,0.069,15.0,0.0
106.0,62.0,22.781831048589897,38.18754641835946,2.38,4.0,0.142
107.0,62.0,25.97873449802884,25.994644544883577,0.283,2.0,0.0
108.0,69.0,34.20410123734146,33.877209519177875,0.104,42.0,-0.0
109.0,12.0,18.55856597284909,38.213906563955604,0.551,16.0,0.036
110.0,12.0,28.177303300622903,38.84110904017148,-0.169,27.0,0.016
111.0,15.0,19.259179691243308,28.562283111527737,0.377,41.0,0.008
112.0,15.0,18.75312115768002,31.305067884291102,-0.023,39.0,0.017
113.0,29.0,22.288333083131576,22.254350771161544,0.099,41.0,0.0
114.0,35.0,26.863124041584385,27.43101612262578,0.007,110.0,-0.0
115.0,39.0,30.21364382132241,30.690459786349475,0.053,14.0,0.001
116.0,65.0,20.478946158129805,20.13727244732792,0.928,3.0,-0.006
117.0,65.0,20.739793956714017,27.449246764830306,-0.561,4.0,0.133
118,62.0,26.01055459173832,NaN,NaN,1,NaN
119.0,69.0,34.29899248095675,33.86923655044219,0.09,41.0,-0.0
120.0,83.0,22.205101611235364,29.22724293036626,-0.12,24.0,0.016
121.0,83.0,20.865858854453197,24.82971769286553,-0.021,15.0,0.016
122.0,99.0,31.91935084575036,37.88485123842934,0.148,15.0,0.015
123.0,99.0,29.733243524132448,34.210208139894654,-0.133,15.0,0.013
124.0,108.0,20.705682722935617,24.174799560849863,0.565,8.0,0.024
125.0,29.0,22.27692071848817,22.25350121336229,0.051,40.0,0.0
126.0,35.0,26.541233204145573,27.4362261417179,-0.012,109.0,-0.0
127.0,38.0,27.775344283546747,35.68565337494102,2.199,3.0,0.134
128.0,38.0,23.538317995827203,23.78730580222757,0.058,2.0,0.007
129.0,58.0,18.11285749963344,18.28589935492397,-0.01,2.0,0.006
130.0,58.0,21.003856205948857,29.4484422970156,-1.054,3.0,0.175
131.0,69.0,33.69624644944228,33.85849265217932,0.039,40.0,-0.0
132.0,94.0,16.670489846361537,16.155878834664286,0.194,2.0,-0.021
133.0,94.0,27.54162888903317,36.91047873196452,-0.312,4.0,0.077
134.0,111.0,24.34013020133452,25.444719301702246,0.763,3.0,0.012
135.0,106.0,16.27992030400856,18.440995864110974,0.12,4.0,0.039
136.0,106.0,27.977746751938277,26.189010514080223,0.177,4.0,-0.017
137.0,29.0,21.43937607880186,22.252900713230858,0.045,39.0,0.001
138.0,35.0,26.43571546201928,27.444513113362092,-0.015,108.0,-0.0
139.0,53.0,19.367833665289425,23.881583626919518,0.879,4.0,0.067
140.0,53.0,8.630391499017536,8.763125849407341,0.291,2.0,0.01
141.0,69.0,33.663074794599666,33.86265281122385,0.03,39.0,-0.0
142.0,90.0,27.63284735750325,31.24699436427409,-1.709,3.0,0.077
143.0,90.0,26.6626686636266,37.14098267882147,-0.251,29.0,0.017
144.0,23.0,34.55547696630294,34.92384029053837,0.226,5.0,-0.001
145.0,23.0,21.77107297222821,28.767254392932347,-0.641,10.0,0.064
146.0,35.0,27.46849230704339,27.453941128795204,-0.021,107.0,-0.0
147.0,112.0,6.604982029698524,5.818942306948127,0.037,32.0,-0.004
148.0,50.0,38.16004790229241,52.36464971977019,-0.304,5.0,0.064
149.0,50.0,21.72823675410485,21.63385050903283,-0.046,2.0,-0.003
150.0,62.0,23.966137554117296,34.62538052328161,0.213,38.0,0.013
151.0,62.0,27.580361887411204,38.22033027540388,0.013,36.0,0.013
152.0,69.0,34.13912897197241,33.86790486429291,0.022,38.0,-0.0
153.0,72.0,24.086619784120625,34.550167395324706,0.028,31.0,0.017
154.0,72.0,24.415271591681147,32.49552056844858,-0.155,21.0,0.017
155.0,6.0,55.71292792677512,57.62180595420922,0.351,32.0,0.012
156.0,6.0,18.901188164568957,22.989084889403504,0.04,14.0,0.032
157.0,10.0,7.220154527076466,7.009042872211064,0.111,3.0,-0.009
158.0,10.0,15.636681966410023,15.460823146279038,-0.105,4.0,-0.013
159.0,35.0,26.99459635823249,27.453803853528715,-0.019,106.0,-0.0
160.0,38.0,27.57229086612885,39.93233739493233,0.264,26.0,0.016
161,38.0,4.541385054734408,NaN,NaN,1,NaN
162.0,38.0,24.47871184815425,34.311406773244386,-0.004,34.0,0.014
163.0,43.0,21.815400712626875,43.303054484602235,1.179,5.0,0.112
164,43.0,23.662537142149127,NaN,NaN,1,NaN
165.0,58.0,18.961666292689387,25.35026909482419,-0.166,20.0,0.018
166.0,58.0,21.90077810829628,37.72005171822718,-0.08,35.0,0.02
167.0,65.0,20.188758591975198,20.601211941028573,0.496,2.0,0.013
168.0,65.0,21.939419901630608,34.47446363706586,-1.173,5.0,0.087
169.0,69.0,33.87964255120074,33.86057448300428,0.027,37.0,-0.0
170.0,35.0,27.449885355121577,27.45817725824582,-0.025,105.0,-0.0
171.0,69.0,33.37046874175585,33.86004481444326,0.009,36.0,0.0
172,81.0,21.967710412460683,NaN,NaN,1,NaN
173,81.0,23.55856569475212,NaN,NaN,1,NaN
174,90.0,28.128960669655974,NaN,NaN,1,NaN
175.0,90.0,28.191762303513197,36.152727055843286,-1.415,3.0,0.079
176.0,94.0,23.223482533594293,24.912446380293385,-0.4,10.0,0.012
177.0,94.0,23.445410515355974,24.513530553688945,-0.239,8.0,0.007
178.0,114.0,25.95485488396808,26.61107340125245,-0.041,3.0,0.01
179.0,9.0,18.77528612562685,28.487643099932313,-0.152,35.0,0.016
180.0,9.0,19.01136755246446,25.401816308557667,-0.01,27.0,0.015
181.0,35.0,27.066428350788037,27.458256988083555,-0.028,104.0,-0.0
182.0,53.0,17.54006114369366,39.09288935804674,0.357,19.0,0.038
183,53.0,11.75894352910612,NaN,NaN,1,NaN
184.0,69.0,34.25048096755185,33.87403270223433,0.004,35.0,-0.0
185.0,115.0,22.42734095493206,25.489050916302688,-0.156,12.0,0.011
186.0,26.0,23.550723635890154,37.81603732783586,-0.135,33.0,0.019
187.0,26.0,25.422016676482187,35.680767862194465,0.292,25.0,0.019
188.0,35.0,27.54888242171597,27.46206114961069,-0.03,103.0,-0.0
189.0,69.0,33.92740254172805,33.86296069443088,-0.002,34.0,-0.0
190.0,82.0,55.37418666049289,60.22944878472231,0.111,3.0,0.028
191,82.0,23.41038513841095,NaN,NaN,1,NaN
192,10.0,6.927285963693094,NaN,NaN,1,NaN
193.0,10.0,15.774432428113252,14.519946834299475,-0.166,5.0,-0.015
194.0,23.0,20.400302059262067,25.809066412282217,-0.118,4.0,0.054
195.0,23.0,27.9554654407903,35.51382936762231,0.095,20.0,0.017
196.0,35.0,27.66168081536455,27.461209960668484,-0.018,102.0,-0.0
197.0,50.0,37.31724056439564,48.953252631331864,-1.457,2.0,0.162
198,50.0,24.228958865268723,NaN,NaN,1,NaN
199.0,69.0,34.392294909659014,33.86100791117945,0.039,33.0,-0.0
200.0,70.0,19.370286661476435,29.819444878313867,0.077,33.0,0.018
201.0,70.0,20.522543497286247,33.42187406866031,0.136,38.0,0.018
202.0,90.0,30.40189272345168,41.18763767425614,0.013,27.0,0.016
203.0,89.0,16.411910641238418,16.559974833533687,-0.47,5.0,0.003
204.0,90.0,30.48558482507488,41.78355719847926,0.062,26.0,0.018
205.0,89.0,14.49213615099912,23.617884139558587,0.162,33.0,0.018
206.0,108.0,27.02083714695093,27.356716394737276,0.207,3.0,0.008
207.0,108.0,26.1832692061518,27.944503891767415,-0.07,6.0,0.01
208.0,35.0,27.284902824773624,27.459225100720996,-0.014,101.0,-0.0
209.0,43.0,24.672308605763227,32.26251371288111,1.742,4.0,0.13
210.0,43.0,25.429776716850487,25.88343571505631,0.125,3.0,0.013
211.0,65.0,22.320196584596346,31.166257725703495,0.266,32.0,0.014
212.0,65.0,24.11825256197444,29.124632906325456,-0.006,21.0,0.012
213.0,69.0,34.087521720695726,33.84440519247697,0.058,32.0,-0.0
214.0,117.0,28.399132932737167,32.0465509867406,0.293,16.0,0.013
215.0,119.0,26.8750768030314,38.315767038204,-0.668,5.0,0.103
216.0,14.0,16.924473494370996,23.365061694505407,0.3,27.0,0.017
217.0,14.0,16.787588997537092,22.73634571991478,0.155,31.0,0.015
218.0,35.0,27.376212156588867,27.46096832348047,-0.009,100.0,-0.0
219.0,50.0,37.88098626687079,35.59083694167685,-0.04,43.0,-0.0
220.0,50.0,25.337764203153093,29.269337647564804,0.207,15.0,0.015
221.0,64.0,18.53379455961109,18.27955732490016,-0.32,4.0,-0.0
222.0,64.0,33.71802031682364,44.15126336456819,-0.336,9.0,0.032
223.0,69.0,34.31445541092349,33.83656272382475,0.078,31.0,-0.0
224,82.0,60.26426680576175,NaN,NaN,1,NaN
225,82.0,23.03901012959637,NaN,NaN,1,NaN
226.0,32.0,26.002877779631905,31.096712339951818,-0.063,7.0,0.024
227,32.0,5.957181956992868,NaN,NaN,1,NaN
228.0,35.0,27.74647740824894,27.461824446378365,-0.016,99.0,-0.0
229.0,50.0,37.32600377230703,35.536309576791275,-0.057,42.0,0.0
230.0,120.0,17.20998020853542,26.12032405269654,0.051,30.0,0.018
231.0,64.0,18.310201033066257,18.194811579996514,-0.59,3.0,0.002
232.0,69.0,34.21117986300543,33.82063296758813,0.059,30.0,-0.0
233.0,121.0,22.997331295630605,22.57540036921897,-0.318,6.0,-0.008
234,82.0,58.85424707610826,NaN,NaN,1,NaN
235.0,82.0,23.798994091886986,24.593548090245363,-0.484,4.0,0.011
236.0,35.0,28.55287997499092,27.458919824318464,-0.009,98.0,-0.001
237,44.0,21.08427891554833,NaN,NaN,1,NaN
238.0,44.0,24.328387901915686,36.086753178045576,-3.07,2.0,0.225
239.0,50.0,37.32367342846036,35.49265849885186,-0.04,41.0,0.0
240.0,69.0,33.44763521249827,33.8071658332634,0.087,29.0,0.0
241.0,82.0,24.29926278130127,35.97232683192447,0.316,9.0,0.062
242,82.0,51.09315189219463,NaN,NaN,1,NaN
243.0,10.0,7.815412922959629,7.705778091360411,-0.345,2.0,-0.009
244.0,10.0,15.894813728981571,15.588833888145926,-0.154,12.0,0.002
245.0,23.0,30.25664435894186,32.12333135589061,-0.237,7.0,0.013
246.0,23.0,29.89888914661493,37.317588589344936,-0.559,8.0,0.075
247.0,28.0,25.90599913442365,35.54419245155368,0.097,20.0,0.022
248.0,28.0,24.682097564382683,37.168553056065846,0.054,42.0,0.011
249.0,43.0,26.43417519807527,41.696965533748056,3.887,2.0,0.256
250,43.0,26.668999393255245,NaN,NaN,1,NaN
251.0,50.0,37.34494163753146,35.44688312561165,-0.015,40.0,0.0
252.0,69.0,33.33323415303908,33.82000621257644,0.126,28.0,0.0
253.0,77.0,24.657005273007176,38.85704160783385,-0.007,33.0,0.019
254.0,77.0,20.43122321309947,29.77694280546907,-0.064,31.0,0.017
255.0,82.0,23.36053910836273,30.717290994173915,1.026,4.0,0.138
256.0,82.0,23.02096690446428,22.91652140222919,-0.411,3.0,-0.005
257.0,94.0,18.106752260247745,35.77781876883967,0.364,24.0,0.028
258,94.0,9.23360946899632,NaN,NaN,1,NaN
259,39.0,13.618865753929638,NaN,NaN,1,NaN
260.0,39.0,17.161778742448877,26.018930371150244,-1.126,3.0,0.128
261,44.0,21.63542207902693,NaN,NaN,1,NaN
262.0,44.0,24.524552606917293,41.69625278984435,-2.168,3.0,0.161
263.0,50.0,37.16312391005288,35.39821495863935,-0.01,39.0,0.0
264.0,123.0,17.598803015584608,25.909332552496085,-0.044,27.0,0.018
265.0,69.0,33.951531320884186,33.838034807374115,0.139,27.0,-0.0
266.0,71.0,23.40923311857291,23.760884264527633,-0.429,2.0,0.01
267.0,71.0,23.22730696853029,39.611218456288825,0.006,4.0,0.146
268.0,88.0,19.449122864003108,19.1869754474521,-0.284,4.0,0.001
269.0,88.0,46.38047555207543,48.40670592708862,-0.648,5.0,0.007
270.0,43.0,26.480668972123247,41.61095204701988,3.582,2.0,0.254
271,43.0,27.991868263477556,NaN,NaN,1,NaN
272.0,50.0,37.26822975268925,35.351769986233734,0.015,38.0,0.0
273.0,69.0,33.77775781271138,33.833669556854495,0.183,26.0,-0.0
274.0,83.0,19.13019891136017,30.462922389019667,-0.177,6.0,0.069
275,83.0,11.343546791762858,NaN,NaN,1,NaN
276.0,94.0,19.703090993579416,16.662322385540108,-0.735,2.0,-0.123
277.0,94.0,8.546121899837509,35.547582655543906,-0.055,26.0,0.045
278.0,99.0,20.83068565535156,33.877861963003554,0.103,36.0,0.018
279.0,99.0,17.943829315458437,26.6189512113178,0.103,33.0,0.017
280.0,99.0,19.996355079403543,27.35292129230538,0.447,26.0,0.016
281.0,99.0,18.99869539611481,25.317033874847848,0.085,26.0,0.014
282,124.0,60.83421783444859,NaN,NaN,1,NaN
283.0,125.0,30.317086660238324,31.124308445214428,0.386,3.0,0.01
284.0,1.0,19.81331560972358,28.909560942950325,0.238,61.0,0.009
285.0,1.0,18.83683606040808,37.97127088556815,0.127,36.0,0.026
286,12.0,20.229991425334987,NaN,NaN,1,NaN
287.0,12.0,19.24110263386557,38.221266512748805,1.431,4.0,0.141
288,45.0,23.94388683566321,NaN,NaN,1,NaN
289.0,45.0,25.074683753239963,39.911450877482146,-2.64,2.0,0.26
290.0,50.0,37.29502415327559,35.29997377632953,0.018,37.0,0.0
291.0,69.0,33.87360341691862,33.83590602662022,0.197,25.0,-0.0
292.0,92.0,17.338864220555816,30.535859455530233,0.147,34.0,0.02
293.0,92.0,20.596429618008315,29.13003719159277,0.352,25.0,0.018
294.0,124.0,29.76358510407761,33.68482104355097,0.337,13.0,0.014
295,124.0,28.430586890740447,NaN,NaN,1,NaN
296,22.0,23.014777080054955,NaN,NaN,1,NaN
297.0,22.0,23.861627013650292,42.681833109495614,-1.49,4.0,0.121
298.0,39.0,18.31549906431851,28.967765189419588,0.56,7.0,0.049
299,39.0,12.480484469969271,NaN,NaN,1,NaN
300.0,43.0,27.16377758157973,40.03687413783121,0.177,28.0,0.017
301.0,44.0,22.333282657750495,22.53985195611078,0.247,2.0,0.006
302.0,43.0,27.829375169848,37.638545590641385,-0.158,23.0,0.017
303.0,44.0,25.628373023726905,43.64747405615664,-1.34,5.0,0.105
304,49.0,15.637464046743588,NaN,NaN,1,NaN
305.0,49.0,17.412963781261503,32.792014071274764,-1.503,5.0,0.105
306.0,50.0,37.69131398139872,35.244555710303246,-0.011,36.0,-0.0
307.0,69.0,34.21717626222859,33.83433530202445,0.162,24.0,-0.0
308.0,82.0,28.32201214895103,27.744390515620417,0.109,2.0,-0.014
309.0,82.0,23.62486360762222,34.136000319806094,-0.167,30.0,0.015
310.0,6.0,28.1289852451464,30.673982161273727,-0.19,6.0,0.019
311.0,6.0,29.963050623773828,31.64904534474088,0.702,5.0,0.015
312.0,32.0,17.984209165080305,26.7434480035056,0.669,2.0,0.227
313,32.0,16.657585608812813,NaN,NaN,1,NaN
314.0,45.0,24.247134636418203,34.3847377980294,0.173,25.0,0.018
315.0,45.0,25.68367408207409,36.51873253864699,0.402,19.0,0.022
316.0,50.0,37.20569274416093,35.1746483311291,-0.027,35.0,0.0
317.0,69.0,33.661523794033364,33.81769004288514,0.148,23.0,-0.0
318.0,71.0,25.925852536663825,37.19084949164925,0.038,23.0,0.02
319.0,71.0,25.93100062979041,35.24703794684198,0.287,20.0,0.021
320.0,95.0,17.984742485538145,32.605470090993435,0.66,4.0,0.123
321,95.0,17.286814015863783,NaN,NaN,1,NaN
322.0,8.0,21.57663258976679,36.35929639586883,0.308,44.0,0.011
323,8.0,11.139211133493198,NaN,NaN,1,NaN
324.0,16.0,19.446403312453747,30.09898819216139,0.094,30.0,0.019
325.0,16.0,20.572117886673624,22.58894275550242,0.379,11.0,0.015
326.0,50.0,37.31886520118452,35.114911730745796,0.002,34.0,0.0
327.0,64.0,42.571601364553295,48.79849358154921,-1.323,2.0,0.086
328,64.0,18.15038616245007,NaN,NaN,1,NaN
329.0,69.0,33.9115332116024,33.82478850874204,0.206,22.0,-0.0
330.0,74.0,20.891857447156195,31.600233548351053,0.079,50.0,0.012
331.0,74.0,18.63577267278825,22.711227270304914,0.191,22.0,0.011
332.0,82.0,26.27422364143816,34.36798510230471,0.208,23.0,0.017
333,82.0,25.863347615649896,NaN,NaN,1,NaN
334.0,88.0,21.136033383376528,21.580096820343275,-0.466,2.0,0.014
335.0,88.0,24.208201003506364,24.39612129597248,-0.748,3.0,-0.002
336.0,88.0,21.932667145757502,36.19071070080259,0.425,33.0,0.019
337.0,127.0,50.52825154163591,51.33870106606373,-0.07,3.0,0.006
338.0,128.0,29.666535848425536,30.97022681112468,0.151,4.0,0.012
339.0,12.0,19.418972503163204,40.25747112633954,0.857,25.0,0.02
340,12.0,20.537152559843936,NaN,NaN,1,NaN
341.0,18.0,19.130283034871265,24.77278393972016,0.183,21.0,0.016
342.0,19.0,23.347876542816568,35.22521550983019,0.009,32.0,0.018
343.0,19.0,22.800864723485468,29.550078933694813,0.343,21.0,0.016
344.0,18.0,20.15112407856003,24.698815031122315,0.201,21.0,0.014
345.0,32.0,32.722383915781606,34.76134561981938,0.304,2.0,0.039
346,32.0,5.301859257350197,NaN,NaN,1,NaN
347.0,36.0,23.46754451250897,30.508252992905412,0.26,21.0,0.017
348.0,36.0,21.22116606937553,27.686322204265956,0.538,21.0,0.016
349.0,46.0,26.25811221962408,29.184894236762375,-0.127,10.0,0.014
350.0,46.0,28.49414779759161,38.55730882423657,0.174,21.0,0.019
351.0,50.0,37.54643360030941,35.04812526194463,0.021,33.0,-0.0
352.0,69.0,34.19138057591558,33.82065780860583,0.241,21.0,-0.001
353,22.0,23.962074653512065,NaN,NaN,1,NaN
354.0,22.0,25.009151340826087,41.72506831387912,-1.53,3.0,0.154
355.0,23.0,37.93735315502061,38.18564345352323,0.736,3.0,0.01
356.0,23.0,36.25728181183896,60.43677188650846,-0.527,6.0,0.095
357.0,50.0,36.96605234559964,34.97005312637073,0.009,32.0,0.0
358.0,64.0,45.1032876427463,47.18048128487909,0.273,5.0,0.011
359.0,64.0,18.06324049679831,19.33081002979295,1.113,5.0,0.011
360.0,82.0,27.11361238622214,41.81226087942627,0.336,34.0,0.018
361.0,82.0,28.896727369409643,37.64025980724356,-0.15,28.0,0.013
362,83.0,17.352559805612575,NaN,NaN,1,NaN
363.0,83.0,19.163026925317915,31.40295685110804,1.152,3.0,0.152
364.0,129.0,33.798492781020904,33.95726796229941,0.185,2.0,0.003
365,32.0,18.65070142807471,NaN,NaN,1,NaN
366,32.0,19.26379371183389,NaN,NaN,1,NaN
367.0,44.0,24.300611542403267,30.69652157548729,0.224,19.0,0.016
368.0,44.0,27.84709446997999,31.836276693131342,-0.034,13.0,0.014
369,49.0,23.543261954671937,NaN,NaN,1,NaN
370,49.0,15.42404033449044,NaN,NaN,1,NaN
371.0,50.0,37.10414785246895,34.90566605478269,-0.019,31.0,0.0
372.0,88.0,23.59318766227164,35.32301280673801,-0.273,22.0,0.025
373.0,88.0,26.01404137195649,35.76766520250282,0.226,22.0,0.018
374.0,3.0,22.767991549480264,27.796636410765178,-0.191,19.0,0.029
375.0,3.0,25.548193500831808,30.876178107600108,0.451,18.0,0.015
376,21.0,20.113756538574915,NaN,NaN,1,NaN
377.0,21.0,21.98774567224671,38.03568508904741,-1.662,3.0,0.169
378.0,32.0,34.737510370591934,45.70068652316267,0.066,14.0,0.021
379,32.0,5.300439353437239,NaN,NaN,1,NaN
380.0,47.0,22.359799994894207,41.260527178610985,0.073,8.0,0.062
381,47.0,18.51191498923569,NaN,NaN,1,NaN
382.0,49.0,40.65452798317995,40.70989416911141,0.176,2.0,0.001
383.0,49.0,15.056142196467764,15.422634847610741,0.149,18.0,0.001
384.0,50.0,36.96325557638226,34.83238332819315,-0.075,30.0,0.0
385.0,78.0,18.659765193529434,23.323323964274667,0.027,18.0,0.018
386.0,78.0,22.32380434639705,26.580290824691403,0.323,18.0,0.012
387.0,91.0,43.33713945401948,44.196832800259024,0.393,2.0,0.013
388.0,91.0,40.90103977748859,44.19605845309547,0.174,7.0,0.016
389.0,129.0,37.21799132251888,33.37070831506602,0.751,8.0,-0.046
390.0,129.0,35.59327518867954,43.8063727232202,-0.276,13.0,0.02
391.0,6.0,33.58955823732766,29.0005314939851,0.895,17.0,-0.015
392.0,6.0,34.80905991847932,37.179983580157646,0.879,5.0,0.016
393.0,22.0,26.80607031145197,26.12296994140409,-0.282,3.0,-0.011
